img_pair,is_related
face05409.jpg-face01611.jpg,0.179
face04729.jpg-face05873.jpg,0.165
face01135.jpg-face04142.jpg,0.129
face05643.jpg-face02054.jpg,0.092
face00246.jpg-face00533.jpg,0
face00184.jpg-face03883.jpg,0.143
face03162.jpg-face05807.jpg,0.166
face02665.jpg-face04833.jpg,0.141
face04182.jpg-face04247.jpg,0.064
face01373.jpg-face03206.jpg,0.136
face02182.jpg-face05693.jpg,0.134
face04815.jpg-face02817.jpg,0.181
face02232.jpg-face02023.jpg,0.14
face04181.jpg-face03377.jpg,0.072
face03751.jpg-face00491.jpg,0.028
face03172.jpg-face01103.jpg,0.026
face04223.jpg-face00321.jpg,0.209
face01636.jpg-face02708.jpg,0.121
face04882.jpg-face02975.jpg,0.137
face05069.jpg-face00838.jpg,0.139
face00416.jpg-face03271.jpg,0.158
face02421.jpg-face03521.jpg,0.078
face01495.jpg-face01144.jpg,0.089
face02885.jpg-face01584.jpg,0.091
face02160.jpg-face04381.jpg,0.085
face02241.jpg-face00000.jpg,0.136
face02523.jpg-face01136.jpg,0.14
face04532.jpg-face04576.jpg,0.193
face05166.jpg-face06064.jpg,0.129
face03163.jpg-face00319.jpg,0.177
face03029.jpg-face04480.jpg,0.034
face03790.jpg-face03510.jpg,0.123
face02471.jpg-face00698.jpg,0.108
face05246.jpg-face05506.jpg,0.014
face05271.jpg-face03437.jpg,0.092
face04119.jpg-face01552.jpg,0.084
face04521.jpg-face02631.jpg,0.184
face04866.jpg-face01166.jpg,0.032
face04643.jpg-face02121.jpg,0.173
face01014.jpg-face06026.jpg,0.154
face03134.jpg-face03427.jpg,0.116
face04880.jpg-face00071.jpg,0.161
face02511.jpg-face02449.jpg,0.082
face00523.jpg-face03920.jpg,0.195
face02202.jpg-face04657.jpg,0.113
face05908.jpg-face05333.jpg,0.078
face00674.jpg-face05535.jpg,0.225
face03980.jpg-face05881.jpg,0.129
face04373.jpg-face01543.jpg,0.139
face04548.jpg-face04864.jpg,0.181
face02837.jpg-face00091.jpg,0.143
face03642.jpg-face03138.jpg,0.081
face05375.jpg-face04674.jpg,0.113
face00462.jpg-face03850.jpg,0.121
face05093.jpg-face02275.jpg,0.093
face05811.jpg-face05688.jpg,0.133
face02144.jpg-face00009.jpg,0.202
face02666.jpg-face02812.jpg,0.177
face02332.jpg-face01742.jpg,0.098
face01561.jpg-face03482.jpg,0.045
face03118.jpg-face00850.jpg,0.132
face04787.jpg-face01859.jpg,0.125
face05170.jpg-face01168.jpg,0.191
face04795.jpg-face05335.jpg,0.106
face00972.jpg-face03875.jpg,0.144
face05755.jpg-face05840.jpg,0.209
face05910.jpg-face01968.jpg,0.108
face00868.jpg-face04194.jpg,0.097
face02686.jpg-face05016.jpg,0.149
face00580.jpg-face06066.jpg,0.09
face00188.jpg-face02431.jpg,0.101
face01044.jpg-face05102.jpg,0.147
face02534.jpg-face05093.jpg,0.117
face00666.jpg-face05219.jpg,0.028
face06049.jpg-face01221.jpg,0.193
face02166.jpg-face04799.jpg,0.141
face02929.jpg-face00584.jpg,0.11
face03040.jpg-face03906.jpg,0.124
face00470.jpg-face04136.jpg,0.201
face04369.jpg-face04270.jpg,0.092
face01348.jpg-face00460.jpg,0.123
face00614.jpg-face05991.jpg,0.142
face04927.jpg-face04160.jpg,0.174
face00526.jpg-face00124.jpg,0.065
face02449.jpg-face04633.jpg,0.085
face00624.jpg-face00846.jpg,0.101
face00069.jpg-face05108.jpg,0.046
face03525.jpg-face03450.jpg,0.143
face05337.jpg-face01568.jpg,0.166
face04706.jpg-face00311.jpg,0.043
face03022.jpg-face03074.jpg,0.141
face02372.jpg-face01278.jpg,0.152
face01124.jpg-face05159.jpg,0.048
face02363.jpg-face01144.jpg,0.125
face03575.jpg-face00546.jpg,0.047
face04278.jpg-face02058.jpg,0
face01474.jpg-face04456.jpg,0.091
face03615.jpg-face01712.jpg,0.126
face01752.jpg-face01874.jpg,0.119
face04112.jpg-face03922.jpg,0.232
face01984.jpg-face04998.jpg,0.168
face02904.jpg-face03542.jpg,0.13
face04057.jpg-face04801.jpg,0.189
face00070.jpg-face01783.jpg,0.073
face00616.jpg-face03400.jpg,0.188
face01141.jpg-face00522.jpg,0.062
face03878.jpg-face04272.jpg,0.022
face04936.jpg-face01426.jpg,0.097
face05328.jpg-face04801.jpg,0.21
face05362.jpg-face05614.jpg,0.077
face01332.jpg-face02328.jpg,0.204
face05875.jpg-face01411.jpg,0.209
face04318.jpg-face02098.jpg,0.082
face05591.jpg-face03190.jpg,0.15
face02060.jpg-face05712.jpg,0.333
face02516.jpg-face01089.jpg,0.05
face01676.jpg-face04101.jpg,0.052
face02223.jpg-face04484.jpg,0.192
face01866.jpg-face00738.jpg,0.056
face02365.jpg-face01798.jpg,0.112
face02329.jpg-face00085.jpg,0.099
face03730.jpg-face01116.jpg,0.333
face02575.jpg-face03970.jpg,0.11
face06094.jpg-face04102.jpg,0.15
face05155.jpg-face00442.jpg,0.132
face00215.jpg-face00356.jpg,0.224
face03772.jpg-face05944.jpg,0.045
face02892.jpg-face00251.jpg,0.142
face02002.jpg-face04817.jpg,0.114
face00170.jpg-face04393.jpg,0.166
face02371.jpg-face05924.jpg,0.051
face02101.jpg-face00352.jpg,0.115
face03073.jpg-face05219.jpg,0.038
face00522.jpg-face02117.jpg,0.031
face04548.jpg-face00607.jpg,0.184
face05552.jpg-face04930.jpg,0.122
face00616.jpg-face01865.jpg,0.109
face03734.jpg-face03669.jpg,0.076
face02843.jpg-face00576.jpg,0.121
face02125.jpg-face03557.jpg,0
face01151.jpg-face02746.jpg,0.042
face05483.jpg-face03233.jpg,0.192
face01937.jpg-face05521.jpg,0.108
face03690.jpg-face01819.jpg,0.109
face05825.jpg-face01773.jpg,0.114
face01143.jpg-face04464.jpg,0.028
face05041.jpg-face01773.jpg,0.179
face01381.jpg-face01746.jpg,0.176
face00493.jpg-face03685.jpg,0.104
face02014.jpg-face02061.jpg,0.024
face00464.jpg-face00432.jpg,0
face03147.jpg-face03183.jpg,0.056
face04605.jpg-face04408.jpg,0.075
face01298.jpg-face04885.jpg,0.197
face02014.jpg-face03309.jpg,0.186
face00429.jpg-face00819.jpg,0.127
face05487.jpg-face03203.jpg,0.174
face02795.jpg-face02539.jpg,0.07
face04497.jpg-face02663.jpg,0.107
face06076.jpg-face05170.jpg,0.081
face03073.jpg-face04241.jpg,0.119
face03258.jpg-face03762.jpg,0.068
face01840.jpg-face00288.jpg,0.173
face02005.jpg-face02122.jpg,0.143
face01980.jpg-face00877.jpg,0.147
face01755.jpg-face01429.jpg,0.109
face00083.jpg-face05459.jpg,0.118
face02368.jpg-face02811.jpg,0.083
face01084.jpg-face04451.jpg,0.112
face00022.jpg-face00231.jpg,0.333
face01101.jpg-face05118.jpg,0.075
face04899.jpg-face02063.jpg,0.133
face02775.jpg-face00357.jpg,0.148
face05971.jpg-face04429.jpg,0.096
face05410.jpg-face02559.jpg,0.094
face05014.jpg-face05625.jpg,0.044
face05617.jpg-face02135.jpg,0.228
face01729.jpg-face03988.jpg,0.045
face04059.jpg-face01912.jpg,0.138
face04688.jpg-face00831.jpg,0.103
face05680.jpg-face04196.jpg,0.078
face04194.jpg-face00221.jpg,0.136
face02294.jpg-face00104.jpg,0.112
face04033.jpg-face05286.jpg,0.081
face05976.jpg-face05753.jpg,0.136
face05361.jpg-face00933.jpg,0.159
face01405.jpg-face01429.jpg,0.024
face00111.jpg-face04510.jpg,0.165
face05316.jpg-face00400.jpg,0.131
face01959.jpg-face00463.jpg,0.102
face02373.jpg-face03834.jpg,0.04
face03228.jpg-face01073.jpg,0.124
face03616.jpg-face05502.jpg,0.228
face05319.jpg-face06078.jpg,0.01
face06008.jpg-face01058.jpg,0.103
face01071.jpg-face04876.jpg,0.022
face02865.jpg-face05546.jpg,0.173
face01174.jpg-face02088.jpg,0.194
face00976.jpg-face01721.jpg,0.1
face03834.jpg-face03079.jpg,0.168
face03929.jpg-face02119.jpg,0.128
face04457.jpg-face05812.jpg,0.217
face01178.jpg-face05936.jpg,0.135
face05778.jpg-face02359.jpg,0.064
face01425.jpg-face01689.jpg,0.149
face01790.jpg-face01214.jpg,0.04
face00728.jpg-face04341.jpg,0.127
face02549.jpg-face00918.jpg,0.057
face02645.jpg-face01614.jpg,0.058
face01488.jpg-face02787.jpg,0.189
face06071.jpg-face06086.jpg,0.119
face04973.jpg-face01125.jpg,0.129
face02375.jpg-face00846.jpg,0.136
face04562.jpg-face02115.jpg,0.046
face05796.jpg-face03914.jpg,0.108
face02820.jpg-face04498.jpg,0.141
face03815.jpg-face00697.jpg,0.093
face00541.jpg-face01360.jpg,0.109
face00704.jpg-face04437.jpg,0.173
face05812.jpg-face02168.jpg,0.069
face02410.jpg-face03357.jpg,0.086
face01445.jpg-face01450.jpg,0.333
face04465.jpg-face03066.jpg,0.06
face04274.jpg-face04385.jpg,0.059
face02120.jpg-face02568.jpg,0.159
face01071.jpg-face04398.jpg,0.1
face00772.jpg-face01937.jpg,0.079
face05614.jpg-face01949.jpg,0.141
face01919.jpg-face02539.jpg,0.16
face05506.jpg-face00610.jpg,0.237
face01664.jpg-face00128.jpg,0.036
face05641.jpg-face00873.jpg,0.125
face03549.jpg-face03584.jpg,0.242
face03760.jpg-face05837.jpg,0.076
face03265.jpg-face05087.jpg,0.132
face04610.jpg-face05219.jpg,0.033
face02673.jpg-face04524.jpg,0.065
face06024.jpg-face01887.jpg,0.095
face02713.jpg-face00740.jpg,0.146
face04492.jpg-face05151.jpg,0.066
face02208.jpg-face04797.jpg,0.086
face04874.jpg-face00706.jpg,0.105
face00454.jpg-face04389.jpg,0.141
face03842.jpg-face00652.jpg,0.192
face02934.jpg-face01287.jpg,0.13
face00341.jpg-face00829.jpg,0.08
face03082.jpg-face04461.jpg,0.168
face02969.jpg-face01256.jpg,0.197
face04937.jpg-face01475.jpg,0.143
face02859.jpg-face04769.jpg,0.123
face05215.jpg-face02930.jpg,0.148
face01010.jpg-face04726.jpg,0.016
face02243.jpg-face03377.jpg,0.104
face00445.jpg-face05725.jpg,0.163
face04030.jpg-face04601.jpg,0.333
face00156.jpg-face03752.jpg,0.121
face04369.jpg-face05559.jpg,0.036
face04700.jpg-face04338.jpg,0.137
face04720.jpg-face00341.jpg,0.203
face00466.jpg-face02135.jpg,0.176
face00604.jpg-face01251.jpg,0.248
face04406.jpg-face03658.jpg,0.099
face04356.jpg-face00625.jpg,0.07
face00322.jpg-face00057.jpg,0.075
face02824.jpg-face00618.jpg,0.082
face03172.jpg-face05986.jpg,0.068
face05866.jpg-face05598.jpg,0.086
face02722.jpg-face04009.jpg,0.035
face03012.jpg-face04539.jpg,0.144
face00220.jpg-face02412.jpg,0.022
face04871.jpg-face06002.jpg,0.207
face00348.jpg-face01414.jpg,0.183
face03370.jpg-face02306.jpg,0.113
face03877.jpg-face02902.jpg,0.082
face03619.jpg-face02985.jpg,0.129
face06110.jpg-face01651.jpg,0.162
face04283.jpg-face00659.jpg,0.096
face05009.jpg-face00319.jpg,0
face03657.jpg-face03275.jpg,0.049
face02024.jpg-face05077.jpg,0.043
face03875.jpg-face05725.jpg,0.196
face05823.jpg-face04278.jpg,0.333
face00226.jpg-face05862.jpg,0.15
face04478.jpg-face03617.jpg,0.326
face00209.jpg-face01133.jpg,0.168
face00066.jpg-face01022.jpg,0.185
face05304.jpg-face01440.jpg,0.179
face04542.jpg-face04341.jpg,0.178
face01658.jpg-face04255.jpg,0.164
face05944.jpg-face01713.jpg,0.121
face04384.jpg-face03010.jpg,0.087
face05321.jpg-face03744.jpg,0.066
face01212.jpg-face03424.jpg,0.181
face04081.jpg-face00121.jpg,0.194
face03555.jpg-face04162.jpg,0.143
face02171.jpg-face04981.jpg,0.024
face04278.jpg-face04742.jpg,0
face05666.jpg-face04460.jpg,0.151
face01464.jpg-face01237.jpg,0.153
face05361.jpg-face00794.jpg,0.173
face04347.jpg-face03500.jpg,0.136
face05219.jpg-face01777.jpg,0.161
face00856.jpg-face04618.jpg,0.223
face00880.jpg-face00182.jpg,0.031
face02608.jpg-face05466.jpg,0.174
face00895.jpg-face02498.jpg,0.038
face00131.jpg-face02598.jpg,0.081
face01070.jpg-face04117.jpg,0.132
face01417.jpg-face04656.jpg,0.094
face03988.jpg-face02806.jpg,0.18
face05006.jpg-face02692.jpg,0.178
face00860.jpg-face01101.jpg,0.179
face03017.jpg-face01830.jpg,0.145
face02273.jpg-face01153.jpg,0.141
face03320.jpg-face03675.jpg,0.091
face05751.jpg-face01567.jpg,0.177
face03164.jpg-face03952.jpg,0.148
face02960.jpg-face03318.jpg,0.083
face00647.jpg-face00749.jpg,0.19
face05305.jpg-face03916.jpg,0.12
face01106.jpg-face01424.jpg,0.029
face00462.jpg-face00742.jpg,0.135
face01818.jpg-face01520.jpg,0.103
face00674.jpg-face04352.jpg,0.245
face00060.jpg-face01533.jpg,0.032
face05527.jpg-face00685.jpg,0.054
face04700.jpg-face01148.jpg,0.079
face00187.jpg-face04575.jpg,0.159
face04803.jpg-face05008.jpg,0.084
face05638.jpg-face03613.jpg,0.23
face01629.jpg-face05122.jpg,0.125
face03120.jpg-face01485.jpg,0.173
face01175.jpg-face06094.jpg,0.171
face03067.jpg-face01024.jpg,0.05
face00007.jpg-face05269.jpg,0.167
face03299.jpg-face03668.jpg,0.153
face02660.jpg-face02630.jpg,0.099
face05310.jpg-face02894.jpg,0.131
face03022.jpg-face00563.jpg,0.121
face04481.jpg-face00080.jpg,0.133
face00583.jpg-face01515.jpg,0.038
face01573.jpg-face03975.jpg,0.166
face03891.jpg-face05821.jpg,0.167
face01821.jpg-face04898.jpg,0.168
face05915.jpg-face04395.jpg,0.129
face03372.jpg-face03385.jpg,0.04
face02906.jpg-face02514.jpg,0.13
face02325.jpg-face02307.jpg,0.149
face02000.jpg-face00060.jpg,0.109
face04275.jpg-face00126.jpg,0.058
face02075.jpg-face04048.jpg,0.141
face04743.jpg-face00074.jpg,0.053
face02997.jpg-face01018.jpg,0.112
face02395.jpg-face02227.jpg,0.158
face04194.jpg-face02419.jpg,0.142
face05606.jpg-face03257.jpg,0.05
face01577.jpg-face03502.jpg,0.156
face00723.jpg-face00997.jpg,0.172
face01889.jpg-face01862.jpg,0.092
face05612.jpg-face05237.jpg,0.157
face02724.jpg-face04419.jpg,0.141
face02465.jpg-face01648.jpg,0.013
face04350.jpg-face02098.jpg,0.124
face03377.jpg-face03602.jpg,0.188
face00805.jpg-face05199.jpg,0.109
face05589.jpg-face03658.jpg,0.222
face03158.jpg-face04855.jpg,0.108
face01290.jpg-face00391.jpg,0.106
face00567.jpg-face01269.jpg,0.023
face02452.jpg-face00718.jpg,0.12
face00100.jpg-face04413.jpg,0.231
face00499.jpg-face04862.jpg,0.106
face01872.jpg-face01532.jpg,0.119
face05380.jpg-face01735.jpg,0.136
face04780.jpg-face02809.jpg,0.022
face04278.jpg-face05498.jpg,0
face05032.jpg-face04187.jpg,0.056
face05817.jpg-face01356.jpg,0.165
face03875.jpg-face03041.jpg,0.225
face00497.jpg-face03759.jpg,0.196
face01782.jpg-face01344.jpg,0.12
face03656.jpg-face04228.jpg,0.114
face05466.jpg-face04790.jpg,0.114
face04728.jpg-face06054.jpg,0.15
face05765.jpg-face01488.jpg,0.052
face04041.jpg-face01429.jpg,0.174
face04759.jpg-face05460.jpg,0.333
face03988.jpg-face02906.jpg,0.197
face01664.jpg-face00816.jpg,0.15
face04298.jpg-face00848.jpg,0.193
face05398.jpg-face02803.jpg,0.136
face00922.jpg-face01369.jpg,0.197
face00672.jpg-face00488.jpg,0.11
face00547.jpg-face04031.jpg,0.107
face02464.jpg-face00545.jpg,0.165
face02347.jpg-face02173.jpg,0.163
face05364.jpg-face02403.jpg,0.134
face05718.jpg-face01202.jpg,0.157
face02499.jpg-face05588.jpg,0.095
face00200.jpg-face04208.jpg,0.118
face04192.jpg-face02618.jpg,0.322
face04407.jpg-face05994.jpg,0.052
face03546.jpg-face02257.jpg,0.127
face01056.jpg-face03763.jpg,0.189
face04699.jpg-face00172.jpg,0.121
face05383.jpg-face06071.jpg,0.159
face01162.jpg-face02416.jpg,0.091
face05491.jpg-face01710.jpg,0.133
face06064.jpg-face00515.jpg,0.089
face02642.jpg-face03251.jpg,0.181
face01238.jpg-face05780.jpg,0.182
face03425.jpg-face04254.jpg,0.034
face04160.jpg-face05352.jpg,0.145
face05379.jpg-face03136.jpg,0
face00060.jpg-face00513.jpg,0.088
face05219.jpg-face00219.jpg,0.011
face01581.jpg-face00963.jpg,0.165
face05812.jpg-face00376.jpg,0.079
face05249.jpg-face00153.jpg,0.05
face00244.jpg-face04285.jpg,0.115
face03305.jpg-face05878.jpg,0.038
face00108.jpg-face03104.jpg,0.07
face05033.jpg-face05841.jpg,0.114
face05110.jpg-face04229.jpg,0.145
face01423.jpg-face01286.jpg,0.077
face04972.jpg-face06000.jpg,0.048
face05347.jpg-face01483.jpg,0.152
face00238.jpg-face01860.jpg,0.178
face00445.jpg-face01868.jpg,0.056
face01607.jpg-face05219.jpg,0.01
face00508.jpg-face04686.jpg,0.123
face05484.jpg-face04702.jpg,0.164
face02821.jpg-face04057.jpg,0.114
face05731.jpg-face04488.jpg,0.075
face03551.jpg-face00975.jpg,0.132
face03632.jpg-face05666.jpg,0.027
face05498.jpg-face04999.jpg,0.333
face03906.jpg-face02237.jpg,0.144
face02767.jpg-face01613.jpg,0.061
face01623.jpg-face02127.jpg,0.022
face02955.jpg-face05649.jpg,0.065
face04484.jpg-face05487.jpg,0.183
face00759.jpg-face04877.jpg,0.129
face03263.jpg-face02310.jpg,0.1
face05219.jpg-face03010.jpg,0.107
face04995.jpg-face02649.jpg,0.307
face03123.jpg-face04942.jpg,0.102
face02901.jpg-face01159.jpg,0.153
face04153.jpg-face02117.jpg,0.155
face01603.jpg-face04165.jpg,0.138
face00369.jpg-face02055.jpg,0.114
face00711.jpg-face03786.jpg,0.154
face04567.jpg-face03827.jpg,0.115
face00018.jpg-face02678.jpg,0.182
face00332.jpg-face02987.jpg,0.143
face05853.jpg-face04313.jpg,0.158
face03035.jpg-face03931.jpg,0.179
face04971.jpg-face04395.jpg,0.235
face00568.jpg-face05570.jpg,0.186
face05883.jpg-face02387.jpg,0.333
face03224.jpg-face03141.jpg,0.144
face05511.jpg-face05208.jpg,0.056
face05115.jpg-face03084.jpg,0.078
face01425.jpg-face02076.jpg,0.088
face03731.jpg-face01811.jpg,0.022
face03109.jpg-face00523.jpg,0.16
face03852.jpg-face05918.jpg,0.108
face04169.jpg-face04012.jpg,0.161
face00060.jpg-face00558.jpg,0.051
face02167.jpg-face05604.jpg,0.06
face01029.jpg-face04472.jpg,0.198
face05410.jpg-face02541.jpg,0.095
face03908.jpg-face01527.jpg,0.099
face03607.jpg-face02134.jpg,0.028
face05876.jpg-face01105.jpg,0.012
face01924.jpg-face04146.jpg,0.08
face01696.jpg-face05062.jpg,0.133
face00231.jpg-face02258.jpg,0
face05051.jpg-face01143.jpg,0.157
face05210.jpg-face02527.jpg,0.181
face01003.jpg-face04868.jpg,0.133
face03011.jpg-face02517.jpg,0.178
face03777.jpg-face05843.jpg,0.101
face03788.jpg-face03586.jpg,0.099
face04043.jpg-face05603.jpg,0.114
face02169.jpg-face02034.jpg,0.13
face01269.jpg-face05812.jpg,0.023
face01631.jpg-face02030.jpg,0.089
face05253.jpg-face01753.jpg,0.12
face01309.jpg-face05716.jpg,0.073
face04264.jpg-face03202.jpg,0.061
face05639.jpg-face04267.jpg,0.108
face02049.jpg-face01854.jpg,0.104
face01017.jpg-face03397.jpg,0.129
face03363.jpg-face02175.jpg,0.011
face01602.jpg-face01628.jpg,0.088
face05092.jpg-face01298.jpg,0.099
face03438.jpg-face05358.jpg,0.119
face05788.jpg-face04044.jpg,0.184
face03554.jpg-face04754.jpg,0.185
face02620.jpg-face01208.jpg,0.158
face03263.jpg-face00646.jpg,0.151
face00436.jpg-face00002.jpg,0.126
face01482.jpg-face00967.jpg,0.219
face04470.jpg-face01201.jpg,0.141
face06001.jpg-face03832.jpg,0.112
face02393.jpg-face03564.jpg,0.031
face04497.jpg-face00663.jpg,0.165
face05560.jpg-face03142.jpg,0.087
face03960.jpg-face02061.jpg,0.081
face02143.jpg-face00561.jpg,0.073
face01439.jpg-face05920.jpg,0.108
face03946.jpg-face06026.jpg,0.147
face05634.jpg-face05486.jpg,0.165
face05302.jpg-face01230.jpg,0.073
face04730.jpg-face04417.jpg,0.146
face05172.jpg-face03118.jpg,0.071
face01431.jpg-face00029.jpg,0.112
face03842.jpg-face01534.jpg,0.052
face04227.jpg-face04339.jpg,0.156
face00089.jpg-face00111.jpg,0.08
face00668.jpg-face00459.jpg,0.333
face02232.jpg-face02818.jpg,0.172
face04047.jpg-face04199.jpg,0.041
face00679.jpg-face04402.jpg,0.149
face01474.jpg-face04319.jpg,0.092
face02731.jpg-face00067.jpg,0.028
face01605.jpg-face01091.jpg,0.093
face01184.jpg-face04924.jpg,0.104
face03391.jpg-face01133.jpg,0.18
face05798.jpg-face00266.jpg,0.172
face06034.jpg-face01792.jpg,0.221
face06099.jpg-face05818.jpg,0.129
face02718.jpg-face00139.jpg,0.124
face05551.jpg-face02575.jpg,0.139
face03729.jpg-face00072.jpg,0.086
face02752.jpg-face05312.jpg,0.024
face03556.jpg-face03694.jpg,0.116
face05701.jpg-face04919.jpg,0.098
face06114.jpg-face00869.jpg,0.12
face02416.jpg-face05753.jpg,0.144
face02534.jpg-face02146.jpg,0.165
face00640.jpg-face02003.jpg,0.333
face02922.jpg-face05565.jpg,0.055
face03305.jpg-face03107.jpg,0.066
face00169.jpg-face03864.jpg,0.23
face00469.jpg-face05510.jpg,0.085
face00275.jpg-face04961.jpg,0.042
face01891.jpg-face01795.jpg,0.134
face05320.jpg-face05734.jpg,0.192
face05993.jpg-face02717.jpg,0.146
face03138.jpg-face05192.jpg,0.196
face03992.jpg-face05770.jpg,0.088
face03135.jpg-face04341.jpg,0.132
face02935.jpg-face05636.jpg,0.16
face02214.jpg-face02400.jpg,0.153
face05959.jpg-face03605.jpg,0.088
face03856.jpg-face02566.jpg,0.134
face05844.jpg-face00314.jpg,0.116
face01177.jpg-face00076.jpg,0.128
face00954.jpg-face00365.jpg,0.206
face02156.jpg-face02428.jpg,0.092
face03798.jpg-face05338.jpg,0.098
face03373.jpg-face05107.jpg,0.016
face05069.jpg-face05209.jpg,0.163
face03006.jpg-face00518.jpg,0.154
face03173.jpg-face04444.jpg,0.213
face04397.jpg-face05449.jpg,0.162
face04561.jpg-face01006.jpg,0.192
face02375.jpg-face04666.jpg,0.127
face00976.jpg-face04529.jpg,0.092
face01661.jpg-face00390.jpg,0.139
face04565.jpg-face00973.jpg,0.168
face00194.jpg-face05501.jpg,0.169
face01745.jpg-face02027.jpg,0.056
face04274.jpg-face00113.jpg,0.191
face05908.jpg-face05663.jpg,0.085
face03144.jpg-face05165.jpg,0.116
face03089.jpg-face03353.jpg,0.078
face00390.jpg-face05975.jpg,0.089
face05515.jpg-face03062.jpg,0.129
face03179.jpg-face04426.jpg,0.048
face00141.jpg-face02147.jpg,0.151
face06060.jpg-face02085.jpg,0
face01446.jpg-face00818.jpg,0.183
